Year,Company,Genre,Platform,GlobalSales
2002,Nintendo,Role-Playing,GBA,0.01
2002,Nintendo,Fighting,PS2,0.01
2002,Nintendo,Platform,PS2,0.01
2002,Nintendo,Platform,PS2,6.31
2002,Nintendo,Action,GC,4.6
2002,Nintendo,Shooter,PS2,2.82
2002,Nintendo,Misc,PS2,2.47
2002,Nintendo,Misc,PS2,2.05
2002,Nintendo,Adventure,XB,1.87
2002,Nintendo,Puzzle,PS2,1.52
2002,Nintendo,Action,GC,1.42
2002,Nintendo,Action,GC,1.29
2002,Nintendo,Action,PS2,1.19
2002,Nintendo,Racing,XB,0.8
2002,Nintendo,Shooter,GBA,0.78
2002,Nintendo,Shooter,GC,0.72
2002,Nintendo,Fighting,GBA,0.71
2002,Nintendo,Strategy,GC,0.71
2002,Nintendo,Platform,PS2,0.71
2002,Nintendo,Action,XB,0.69
2002,Nintendo,Misc,PS2,0.63
2002,Nintendo,Shooter,PS2,0.59
2002,Nintendo,Platform,PS2,0.59
2002,Nintendo,Sports,PS2,0.58
2002,Nintendo,Action,GC,0.53
2002,Nintendo,Fighting,PS2,0.49
2002,Nintendo,Role-Playing,PS2,0.45
2002,Nintendo,Shooter,GC,0.44
2002,Nintendo,Adventure,PS2,0.44
2002,Nintendo,Sports,XB,0.43
2002,Nintendo,Sports,GBA,0.42
2002,Nintendo,Fighting,PS2,0.41
2002,Nintendo,Shooter,PS2,0.4
2002,Nintendo,Shooter,GC,0.38
2002,Nintendo,Platform,PS2,0.37
2002,Nintendo,Action,GBA,0.37
2002,Nintendo,Racing,PS2,0.31
2002,Nintendo,Racing,PS2,0.3
2002,Nintendo,Platform,XB,0.3
2002,Nintendo,Fighting,XB,0.29
2002,Nintendo,Platform,GC,0.27
2002,Nintendo,Shooter,PS2,0.26
2002,Nintendo,Sports,GC,0.26
2002,Nintendo,Adventure,PS2,0.25
2002,Nintendo,Misc,GBA,0.25
2002,Nintendo,Sports,GBA,0.25
2002,Nintendo,Shooter,XB,0.23
2002,Nintendo,Platform,GBA,0.23
2002,Nintendo,Sports,PS2,0.23
2002,Nintendo,Role-Playing,PS2,0.22
2002,Nintendo,Puzzle,PS2,0.22
2002,Nintendo,Sports,GBA,0.22
2002,Nintendo,Sports,GBA,0.21
2002,Nintendo,Action,XB,0.21
2002,Nintendo,Racing,PS2,0.2
2002,Nintendo,Platform,PS2,0.2
2002,Nintendo,Adventure,PS2,0.19
2002,Nintendo,Fighting,PS2,0.18
2002,Nintendo,Action,PS,0.18
2002,Nintendo,Platform,PS2,0.17
2002,Nintendo,Platform,GBA,0.17
2002,Nintendo,Role-Playing,XB,0.17
2002,Nintendo,Adventure,GBA,0.17
2002,Nintendo,Shooter,PS2,0.16
2002,Nintendo,Sports,XB,0.16
2002,Nintendo,Sports,XB,0.15
2002,Nintendo,Simulation,GBA,0.15
2002,Nintendo,Sports,GC,0.15
2002,Nintendo,Sports,PS2,0.15
2002,Nintendo,Simulation,PS2,0.14
2002,Nintendo,Shooter,XB,0.14
2002,Nintendo,Role-Playing,PS2,0.14
2002,Nintendo,Sports,GBA,0.14
2002,Nintendo,Fighting,GC,0.14
2002,Nintendo,Racing,PS2,0.14
2002,Nintendo,Racing,GBA,0.14
2002,Nintendo,Sports,GC,0.13
2002,Nintendo,Platform,PS2,0.13
2002,Nintendo,Fighting,GBA,0.13
2002,Nintendo,Platform,XB,0.13
2002,Nintendo,Misc,PS2,0.13
2002,Nintendo,Fighting,GC,0.13
2002,Nintendo,Sports,PS2,0.12
2002,Nintendo,Racing,DC,0.12
2002,Nintendo,Fighting,PS2,0.12
2002,Nintendo,Sports,XB,0.12
2002,Nintendo,Shooter,PS,0.12
2002,Nintendo,Racing,GBA,0.11
2002,Nintendo,Shooter,PS2,0.11
2002,Nintendo,Sports,GBA,0.11
2002,Nintendo,Fighting,PS2,0.11
2002,Nintendo,Racing,GBA,0.11
2002,Nintendo,Action,PS2,0.11
2002,Nintendo,Misc,PS2,0.11
2002,Nintendo,Shooter,PS2,0.11
2002,Nintendo,Action,GBA,0.1
2002,Nintendo,Action,PS2,0.1
2002,Nintendo,Sports,GBA,0.1
2002,Nintendo,Fighting,GC,0.09
2002,Nintendo,Racing,GBA,0.09
2002,Nintendo,Racing,GBA,0.09
2002,Nintendo,Racing,XB,0.09
2002,Nintendo,Action,PS2,0.09
2002,Nintendo,Sports,XB,0.09
2002,Nintendo,Platform,PS2,0.09
2002,Nintendo,Puzzle,GBA,0.08
2002,Nintendo,Sports,XB,0.08
2002,Nintendo,Sports,GBA,0.08
2002,Nintendo,Sports,GBA,0.08
2002,Nintendo,Misc,GBA,0.08
2002,Nintendo,Platform,GC,0.08
2002,Nintendo,Role-Playing,PS2,0.08
2002,Nintendo,Fighting,PS2,0.08
2002,Nintendo,Sports,PS2,0.08
2002,Nintendo,Misc,GBA,0.08
2002,Nintendo,Racing,PS2,0.08
2002,Nintendo,Sports,GBA,0.07
2002,Nintendo,Action,GBA,0.07
2002,Nintendo,Sports,GC,0.07
2002,Nintendo,Sports,XB,0.06
2002,Nintendo,Racing,GBA,0.06
2002,Nintendo,Sports,GBA,0.06
2002,Nintendo,Puzzle,GC,0.06
2002,Nintendo,Sports,XB,0.06
2002,Nintendo,Sports,GBA,0.06
2002,Nintendo,Racing,PS2,0.06
2002,Nintendo,Action,GBA,0.05
2002,Nintendo,Sports,GBA,0.05
2002,Nintendo,Platform,PS2,0.05
2002,Nintendo,Misc,GC,0.05
2002,Nintendo,Fighting,GBA,0.05
2002,Nintendo,Sports,GC,0.05
2002,Nintendo,Sports,PS2,0.05
2002,Nintendo,Sports,XB,0.05
2002,Nintendo,Sports,PS2,0.05
2002,Nintendo,Racing,PS,0.05
2002,Nintendo,Racing,XB,0.05
2002,Nintendo,Platform,XB,0.04
2002,Nintendo,Sports,PS2,0.04
2002,Nintendo,Platform,GC,0.04
2002,Nintendo,Sports,PS2,0.04
2002,Nintendo,Sports,GC,0.03
2002,Nintendo,Racing,GBA,0.03
2002,Nintendo,Platform,GC,0.03
2002,Nintendo,Action,PS2,0.03
2002,Nintendo,Puzzle,PS2,0.02
2002,Nintendo,Racing,PS2,0.02
2002,Nintendo,Sports,PS2,0.02
2002,Nintendo,Platform,GC,0.02
2002,Nintendo,Sports,PS2,0.02
2002,Nintendo,Sports,GC,0.02
2002,Nintendo,Sports,PS2,0.02
2002,Nintendo,Racing,XB,0.02
2002,Nintendo,Adventure,GBA,0.01
2002,Nintendo,Puzzle,PS2,0.01
2002,Nintendo,Sports,GC,0.08
2002,PC,Simulation,GBA,3.76
2002,PC,Simulation,PS2,3.07
2002,PC,Strategy,PS2,1.25
2002,PC,Strategy,GBA,0.13
2002,PC,Strategy,PS2,0.09
2002,PC,Action,XB,0.05
2002,PC,Simulation,PS2,0.04
2002,PC,Role-Playing,PS,0.03
2002,PC,Action,PS2,0.03
2002,PC,Shooter,XB,0.03
2002,PC,Strategy,GC,0.02
2002,PC,Simulation,XB,0.02
2002,PC,Strategy,PS2,0.02
2002,PC,Shooter,PS2,0.01
2002,PC,Strategy,GC,0.01
2002,PC,Action,GBA,0.01
2002,PC,Action,GBA,0.01
2002,PC,Shooter,XB,0.01
2002,PC,Role-Playing,XB,0.01
2002,Sony,Shooter,XB,2.07
2002,Sony,Action,GC,1.98
2002,Sony,Fighting,PS2,0.6
2002,Sony,Role-Playing,XB,0.32
2002,Sony,Action,GC,0.28
2002,Sony,Racing,PS2,0.24
2002,Sony,Platform,PS,0.21
2002,Sony,Action,GBA,0.2
2002,Sony,Action,XB,0.14
2002,Sony,Sports,XB,0.13
2002,Sony,Fighting,XB,0.11
2002,Sony,Sports,GBA,0.09
2002,Sony,Adventure,XB,0.07
2002,Sony,Simulation,GBA,0.06
2002,Sony,Sports,PS2,0.06
2002,Sony,Fighting,PS2,0.05
2002,Sony,Platform,GC,0.02
2002,Sony,Role-Playing,GBA,0.02
2002,Sony,Adventure,XB,0.02
2002,Sony,Action,GBA,0.02
2002,Sony,Action,GBA,16.15
2002,Sony,Shooter,GBA,6.83
2002,Sony,Role-Playing,PS2,6.4
2002,Sony,Action,PS2,4.67
2002,Sony,Action,GBA,4.48
2002,Sony,Sports,XB,4.14
2002,Sony,Sports,XB,3.67
2002,Sony,Shooter,PS2,3.65
2002,Sony,Action,XB,3.54
2002,Sony,Fighting,XB,3.44
2002,Sony,Sports,XB,3.4
2002,Sony,Shooter,GBA,3.33
2002,Sony,Platform,GC,3.33
2002,Sony,Fighting,GC,3.09
2002,Sony,Sports,PS2,3.02
2002,Sony,Sports,PS2,2.99
2002,Sony,Action,PS2,2.96
2002,Sony,Fighting,GBA,2.83
2002,Sony,Action,XB,2.61
2002,Sony,Fighting,PS2,2.49
2002,Sony,Adventure,PS2,2.25
2002,Sony,Racing,GC,2.18
2002,Sony,Racing,PS2,2.11
2002,Sony,Platform,GC,2.1
2002,Sony,Puzzle,XB,2.08
2002,Sony,Platform,PS2,1.97
2002,Sony,Shooter,XB,1.94
2002,Sony,Fighting,GC,1.81
2002,Sony,Action,GBA,1.76
2002,Sony,Role-Playing,GBA,1.74
2002,Sony,Sports,GC,1.66
2002,Sony,Sports,PS2,1.64
2002,Sony,Shooter,PS2,1.57
2002,Sony,Racing,GBA,1.55
2002,Sony,Sports,GC,1.52
2002,Sony,Action,PS2,1.51
2002,Sony,Shooter,PS2,1.5
2002,Sony,Sports,PS2,1.44
2002,Sony,Sports,PS2,1.42
2002,Sony,Racing,GBA,1.4
2002,Sony,Shooter,GC,1.36
2002,Sony,Racing,GBA,1.34
2002,Sony,Sports,GBA,1.32
2002,Sony,Racing,GC,1.31
2002,Sony,Shooter,XB,1.31
2002,Sony,Role-Playing,XB,1.27
2002,Sony,Sports,GC,1.22
2002,Sony,Platform,GC,1.21
2002,Sony,Action,XB,1.2
2002,Sony,Platform,GBA,1.17
2002,Sony,Shooter,GBA,1.09
2002,Sony,Platform,PS2,1.08
2002,Sony,Sports,GC,1.08
2002,Sony,Racing,PS2,1.06
2002,Sony,Racing,GBA,1.06
2002,Sony,Sports,GC,1.05
2002,Sony,Action,PS,1
2002,Sony,Role-Playing,XB,0.96
2002,Sony,Platform,XB,0.96
2002,Sony,Sports,PS2,0.93
2002,Sony,Sports,GBA,0.91
2002,Sony,Sports,GC,0.91
2002,Sony,Sports,PS2,0.9
2002,Sony,Sports,GC,0.87
2002,Sony,Fighting,PS2,0.86
2002,Sony,Racing,PS2,0.85
2002,Sony,Racing,GBA,0.84
2002,Sony,Platform,PS2,0.82
2002,Sony,Role-Playing,XB,0.8
2002,Sony,Sports,GC,0.77
2002,Sony,Role-Playing,GBA,0.77
2002,Sony,Misc,GC,0.76
2002,Sony,Fighting,GC,0.76
2002,Sony,Racing,GC,0.71
2002,Sony,Shooter,GBA,0.7
2002,Sony,Role-Playing,XB,0.68
2002,Sony,Simulation,GBA,0.67
2002,Sony,Sports,GBA,0.66
2002,Sony,Racing,PS2,0.65
2002,Sony,Strategy,XB,0.65
2002,Sony,Platform,GBA,0.63
2002,Sony,Role-Playing,XB,0.62
2002,Sony,Shooter,GBA,0.61
2002,Sony,Sports,XB,0.59
2002,Sony,Shooter,GC,0.58
2002,Sony,Misc,GC,0.57
2002,Sony,Strategy,PS2,0.57
2002,Sony,Sports,XB,0.55
2002,Sony,Role-Playing,PS2,0.54
2002,Sony,Action,XB,0.52
2002,Sony,Misc,PC,0.52
2002,Sony,Action,XB,0.51
2002,Sony,Racing,GC,0.51
2002,Sony,Misc,GC,0.51
2002,Sony,Misc,PS2,0.5
2002,Sony,Simulation,GBA,0.5
2002,Sony,Shooter,GC,0.5
2002,Sony,Shooter,GBA,0.5
2002,Sony,Racing,PS2,0.48
2002,Sony,Fighting,GC,0.47
2002,Sony,Racing,XB,0.47
2002,Sony,Sports,XB,0.46
2002,Sony,Action,XB,0.46
2002,Sony,Action,PS,0.46
2002,Sony,Misc,GBA,0.46
2002,Sony,Role-Playing,PS2,0.46
2002,Sony,Action,GBA,0.45
2002,Sony,Racing,PS2,0.45
2002,Sony,Adventure,XB,0.44
2002,Sony,Sports,PS2,0.44
2002,Sony,Sports,GC,0.44
2002,Sony,Action,GC,0.42
2002,Sony,Shooter,GC,0.42
2002,Sony,Platform,GC,0.41
2002,Sony,Adventure,PS2,0.41
2002,Sony,Action,GBA,0.41
2002,Sony,Action,XB,0.41
2002,Sony,Misc,GC,0.4
2002,Sony,Shooter,PS2,0.39
2002,Sony,Action,XB,0.39
2002,Sony,Racing,XB,0.39
2002,Sony,Strategy,GBA,0.38
2002,Sony,Action,GBA,0.38
2002,Sony,Role-Playing,GBA,0.38
2002,Sony,Sports,GC,0.37
2002,Sony,Adventure,XB,0.36
2002,Sony,Fighting,XB,0.35
2002,Sony,Sports,XB,0.35
2002,Sony,Platform,GC,0.35
2002,Sony,Action,PS,0.33
2002,Sony,Sports,GBA,0.33
2002,Sony,Fighting,GC,0.33
2002,Sony,Adventure,GBA,0.33
2002,Sony,Fighting,GC,0.32
2002,Sony,Adventure,GC,0.32
2002,Sony,Racing,GBA,0.31
2002,Sony,Action,PS2,0.31
2002,Sony,Action,GBA,0.31
2002,Sony,Strategy,PS2,0.3
2002,Sony,Role-Playing,PS2,0.29
2002,Sony,Adventure,PS2,0.29
2002,Sony,Misc,XB,0.29
2002,Sony,Strategy,XB,0.29
2002,Sony,Misc,GC,0.28
2002,Sony,Racing,GC,0.28
2002,Sony,Sports,XB,0.28
2002,Sony,Sports,GC,0.28
2002,Sony,Adventure,PS2,0.28
2002,Sony,Racing,GBA,0.27
2002,Sony,Shooter,PS2,0.27
2002,Sony,Misc,PS2,0.26
2002,Sony,Fighting,PS2,0.26
2002,Sony,Racing,GBA,0.26
2002,Sony,Sports,GC,0.26
2002,Sony,Adventure,PS2,0.26
2002,Sony,Racing,PS2,0.25
2002,Sony,Sports,GC,0.25
2002,Sony,Misc,GC,0.24
2002,Sony,Sports,XB,0.24
2002,Sony,Action,GBA,0.23
2002,Sony,Sports,XB,0.23
2002,Sony,Sports,PS2,0.23
2002,Sony,Sports,XB,0.23
2002,Sony,Action,GBA,0.22
2002,Sony,Sports,GBA,0.22
2002,Sony,Shooter,XB,0.22
2002,Sony,Misc,XB,0.22
2002,Sony,Racing,XB,0.22
2002,Sony,Adventure,PS2,0.22
2002,Sony,Action,XB,0.21
2002,Sony,Strategy,GC,0.21
2002,Sony,Role-Playing,XB,0.21
2002,Sony,Action,GBA,0.21
2002,Sony,Sports,XB,0.21
2002,Sony,Sports,GC,0.21
2002,Sony,Misc,GBA,0.2
2002,Sony,Racing,GBA,0.2
2002,Sony,Sports,GBA,0.19
2002,Sony,Role-Playing,XB,0.19
2002,Sony,Shooter,PS2,0.19
2002,Sony,Sports,GC,0.19
2002,Sony,Role-Playing,GC,0.19
2002,Sony,Strategy,PS2,0.18
2002,Sony,Action,GBA,0.18
2002,Sony,Sports,PS2,0.18
2002,Sony,Sports,GC,0.17
2002,Sony,Sports,XB,0.17
2002,Sony,Sports,PS,0.17
2002,Sony,Sports,XB,0.17
2002,Sony,Platform,GC,0.16
2002,Sony,Role-Playing,XB,0.16
2002,Sony,Platform,PC,0.16
2002,Sony,Platform,GC,0.16
2002,Sony,Adventure,PS2,0.16
2002,Sony,Shooter,PS2,0.16
2002,Sony,Sports,XB,0.15
2002,Sony,Fighting,GC,0.14
2002,Sony,Adventure,PS2,0.14
2002,Sony,Sports,PS2,0.14
2002,Sony,Shooter,PS2,0.14
2002,Sony,Adventure,GC,0.14
2002,Sony,Racing,GC,0.14
2002,Sony,Sports,GC,0.14
2002,Sony,Role-Playing,GC,0.13
2002,Sony,Racing,N64,0.13
2002,Sony,Strategy,GBA,0.13
2002,Sony,Racing,XB,0.13
2002,Sony,Adventure,GC,0.12
2002,Sony,Platform,GC,0.12
2002,Sony,Sports,PS2,0.12
2002,Sony,Fighting,GBA,0.12
2002,Sony,Racing,GC,0.12
2002,Sony,Strategy,PS2,0.11
2002,Sony,Shooter,GC,0.11
2002,Sony,Shooter,GC,0.11
2002,Sony,Sports,XB,0.11
2002,Sony,Racing,GBA,0.11
2002,Sony,Sports,PS2,0.1
2002,Sony,Simulation,GBA,0.1
2002,Sony,Sports,GC,0.1
2002,Sony,Fighting,XB,0.1
2002,Sony,Shooter,PS2,0.1
2002,Sony,Sports,GBA,0.1
2002,Sony,Racing,GBA,0.09
2002,Sony,Action,PS2,0.09
2002,Sony,Racing,PS2,0.09
2002,Sony,Sports,XB,0.09
2002,Sony,Shooter,XB,0.09
2002,Sony,Misc,XB,0.09
2002,Sony,Adventure,XB,0.08
2002,Sony,Sports,GC,0.08
2002,Sony,Racing,PS2,0.08
2002,Sony,Simulation,GBA,0.08
2002,Sony,Shooter,XB,0.08
2002,Sony,Strategy,XB,0.08
2002,Sony,Role-Playing,XB,0.07
2002,Sony,Action,PS2,0.07
2002,Sony,Simulation,PS,0.07
2002,Sony,Adventure,PS2,0.07
2002,Sony,Action,PS2,0.07
2002,Sony,Fighting,GC,0.07
2002,Sony,Role-Playing,GC,0.07
2002,Sony,Sports,PS2,0.07
2002,Sony,Sports,GBA,0.07
2002,Sony,Action,PS2,0.06
2002,Sony,Action,GBA,0.06
2002,Sony,Sports,GBA,0.06
2002,Sony,Sports,XB,0.06
2002,Sony,Racing,GC,0.06
2002,Sony,Puzzle,XB,0.05
2002,Sony,Role-Playing,GBA,0.05
2002,Sony,Puzzle,GC,0.05
2002,Sony,Racing,GBA,0.05
2002,Sony,Adventure,XB,0.05
2002,Sony,Racing,PS2,0.05
2002,Sony,Role-Playing,PS,0.05
2002,Sony,Sports,GBA,0.05
2002,Sony,Fighting,PS2,0.04
2002,Sony,Sports,GBA,0.04
2002,Sony,Racing,GC,0.04
2002,Sony,Sports,GC,0.04
2002,Sony,Sports,GBA,0.04
2002,Sony,Sports,PS,0.03
2002,Sony,Misc,GBA,0.03
2002,Sony,Adventure,GC,0.03
2002,Sony,Puzzle,XB,0.03
2002,Sony,Strategy,XB,0.03
2002,Sony,Racing,PS2,0.03
2002,Sony,Adventure,GC,0.03
2002,Sony,Sports,GC,0.02
2002,Sony,Sports,XB,0.02
2002,Sony,Adventure,GBA,0.02
2002,Sony,Racing,PS2,0.02
2002,Sony,Racing,GBA,0.02
2002,Sony,Action,PS2,0.02
2002,Sony,Adventure,XB,0.02
2002,Sony,Racing,GBA,0.02
2002,Sony,Adventure,GBA,0.02
2002,Sony,Misc,PS2,0.02
2002,Sony,Misc,PS2,0.01
2002,Microsoft,Action,XB,3.02
2002,Microsoft,Role-Playing,GC,2.86
2002,Microsoft,Action,GBA,2.1
2002,Microsoft,Shooter,GBA,1.76
2002,Microsoft,Shooter,PS,1.49
2002,Microsoft,Action,XB,1.4
2002,Microsoft,Platform,PS2,1.23
2002,Microsoft,Simulation,XB,1.13
2002,Microsoft,Fighting,GC,0.96
2002,Microsoft,Sports,GC,0.93
2002,Microsoft,Shooter,XB,0.9
2002,Microsoft,Shooter,PS2,0.87
2002,Microsoft,Shooter,PS2,0.82
2002,Microsoft,Racing,PS2,0.82
2002,Microsoft,Shooter,GC,0.74
2002,Microsoft,Shooter,XB,0.72
2002,Microsoft,Action,GC,0.71
2002,Microsoft,Sports,GC,0.71
2002,Microsoft,Shooter,GC,0.64
2002,Microsoft,Sports,GBA,0.63
2002,Microsoft,Sports,GC,0.61
2002,Microsoft,Racing,GBA,0.57
2002,Microsoft,Racing,GBA,0.57
2002,Microsoft,Platform,GBA,0.56
2002,Microsoft,Fighting,PS2,0.55
2002,Microsoft,Sports,GC,0.55
2002,Microsoft,Shooter,GBA,0.55
2002,Microsoft,Action,GBA,0.53
2002,Microsoft,Sports,XB,0.52
2002,Microsoft,Sports,XB,0.52
2002,Microsoft,Action,XB,0.49
2002,Microsoft,Sports,PC,0.44
2002,Microsoft,Simulation,GC,0.44
2002,Microsoft,Racing,GC,0.42
2002,Microsoft,Shooter,XB,0.39
2002,Microsoft,Action,PS2,0.38
2002,Microsoft,Sports,GC,0.37
2002,Microsoft,Action,GBA,0.36
2002,Microsoft,Racing,PS2,0.34
2002,Microsoft,Sports,GBA,0.32
2002,Microsoft,Adventure,GBA,0.32
2002,Microsoft,Sports,GBA,0.31
2002,Microsoft,Fighting,PS2,0.31
2002,Microsoft,Sports,XB,0.29
2002,Microsoft,Sports,PC,0.28
2002,Microsoft,Racing,GC,0.27
2002,Microsoft,Sports,GC,0.27
2002,Microsoft,Shooter,PS2,0.26
2002,Microsoft,Sports,GBA,0.26
2002,Microsoft,Sports,GBA,0.25
2002,Microsoft,Action,GBA,0.24
2002,Microsoft,Action,XB,0.23
2002,Microsoft,Sports,PS2,0.23
2002,Microsoft,Misc,GBA,0.22
2002,Microsoft,Shooter,GBA,0.21
2002,Microsoft,Action,GC,0.21
2002,Microsoft,Sports,PS2,0.21
2002,Microsoft,Racing,GBA,0.2
2002,Microsoft,Sports,GBA,0.2
2002,Microsoft,Sports,XB,0.2
2002,Microsoft,Sports,GBA,0.2
2002,Microsoft,Adventure,XB,0.2
2002,Microsoft,Role-Playing,GBA,0.2
2002,Microsoft,Fighting,GBA,0.2
2002,Microsoft,Racing,PS2,0.19
2002,Microsoft,Sports,PS2,0.19
2002,Microsoft,Racing,GBA,0.19
2002,Microsoft,Action,PS2,0.19
2002,Microsoft,Misc,GBA,0.19
2002,Microsoft,Platform,GBA,0.18
2002,Microsoft,Misc,GC,0.18
2002,Microsoft,Sports,PC,0.18
2002,Microsoft,Shooter,GC,0.17
2002,Microsoft,Action,GC,0.17
2002,Microsoft,Action,PS2,0.15
2002,Microsoft,Shooter,GBA,0.15
2002,Microsoft,Fighting,PS2,0.15
2002,Microsoft,Sports,PC,0.14
2002,Microsoft,Sports,XB,0.14
2002,Microsoft,Adventure,GBA,0.14
2002,Microsoft,Fighting,XB,0.14
2002,Microsoft,Fighting,GBA,0.14
2002,Microsoft,Action,GC,0.13
2002,Microsoft,Action,XB,0.13
2002,Microsoft,Misc,GBA,0.13
2002,Microsoft,Action,GBA,0.13
2002,Microsoft,Action,PS2,0.13
2002,Microsoft,Racing,PC,0.13
2002,Microsoft,Racing,PS2,0.13
2002,Microsoft,Fighting,GC,0.13
2002,Microsoft,Racing,GC,0.12
2002,Microsoft,Sports,XB,0.12
2002,Microsoft,Racing,GBA,0.11
2002,Microsoft,Action,GBA,0.11
2002,Microsoft,Sports,PS,0.11
2002,Microsoft,Shooter,XB,0.11
2002,Microsoft,Shooter,GBA,0.11
2002,Microsoft,Sports,GBA,0.11
2002,Microsoft,Fighting,GBA,0.11
2002,Microsoft,Sports,GBA,0.11
2002,Microsoft,Sports,XB,0.1
2002,Microsoft,Puzzle,PS,0.1
2002,Microsoft,Shooter,PS2,0.1
2002,Microsoft,Simulation,GC,0.1
2002,Microsoft,Racing,PS2,0.1
2002,Microsoft,Action,PC,0.1
2002,Microsoft,Misc,PS2,0.09
2002,Microsoft,Sports,PS2,0.09
2002,Microsoft,Racing,GC,0.09
2002,Microsoft,Action,PS2,0.09
2002,Microsoft,Misc,PS2,0.09
2002,Microsoft,Sports,GBA,0.09
2002,Microsoft,Action,GBA,0.09
2002,Microsoft,Adventure,PS,0.08
2002,Microsoft,Action,GC,0.08
2002,Microsoft,Platform,GBA,0.08
2002,Microsoft,Action,XB,0.08
2002,Microsoft,Strategy,GBA,0.07
2002,Microsoft,Racing,XB,0.07
2002,Microsoft,Racing,PS2,0.07
2002,Microsoft,Action,GBA,0.07
2002,Microsoft,Action,PC,0.07
2002,Microsoft,Racing,GC,0.07
2002,Microsoft,Platform,GBA,0.07
2002,Microsoft,Adventure,GBA,0.06
2002,Microsoft,Sports,GC,0.06
2002,Microsoft,Sports,PS2,0.06
2002,Microsoft,Adventure,PS2,0.06
2002,Microsoft,Action,PS,0.06
2002,Microsoft,Platform,GBA,0.06
2002,Microsoft,Shooter,GBA,0.06
2002,Microsoft,Sports,GC,0.05
2002,Microsoft,Platform,XB,0.05
2002,Microsoft,Platform,PC,0.05
2002,Microsoft,Racing,PS2,0.05
2002,Microsoft,Simulation,PC,0.05
2002,Microsoft,Fighting,PC,0.05
2002,Microsoft,Role-Playing,PS2,0.05
2002,Microsoft,Action,XB,0.05
2002,Microsoft,Sports,GBA,0.05
2002,Microsoft,Sports,PC,0.04
2002,Microsoft,Racing,GBA,0.04
2002,Microsoft,Racing,XB,0.04
2002,Microsoft,Sports,PC,0.03
2002,Microsoft,Role-Playing,GBA,0.03
2002,Microsoft,Racing,GBA,0.03
2002,Microsoft,Sports,GBA,0.03
2002,Microsoft,Sports,GBA,0.02
2002,Microsoft,Racing,XB,0.02
2002,Microsoft,Sports,PC,0.02
2002,Microsoft,Sports,PC,0.02
2002,Microsoft,Sports,XB,0.02
2002,Microsoft,Racing,GC,0.02
2002,Microsoft,Puzzle,XB,0.01
2002,Microsoft,Sports,GC,0.01
2002,Microsoft,Racing,GBA,0.01
2002,Microsoft,Puzzle,GBA,0.01
2002,Microsoft,Sports,GBA,0.01
2003,Nintendo,Platform,PS2,5.2
2003,Nintendo,Action,GC,2.82
2003,Nintendo,Role-Playing,PS2,2.17
2003,Nintendo,Role-Playing,GBA,2.13
2003,Nintendo,Platform,PS2,2.04
2003,Nintendo,Misc,PS2,1.56
2003,Nintendo,Platform,PS2,1.47
2003,Nintendo,Platform,PS2,1.36
2003,Nintendo,Simulation,PS2,1.33
2003,Nintendo,Role-Playing,PS2,1.32
2003,Nintendo,Platform,PS2,1.29
2003,Nintendo,Platform,PS2,1.23
2003,Nintendo,Puzzle,PS2,1.23
2003,Nintendo,Racing,PS2,1.19
2003,Nintendo,Role-Playing,GBA,1.09
2003,Nintendo,Fighting,PS2,1.08
2003,Nintendo,Strategy,PS2,0.97
2003,Nintendo,Misc,PS2,0.95
2003,Nintendo,Action,PS2,0.93
2003,Nintendo,Role-Playing,PS2,0.74
2003,Nintendo,Action,GC,0.73
2003,Nintendo,Role-Playing,XB,0.66
2003,Nintendo,Strategy,PS2,0.65
2003,Nintendo,Sports,PS2,0.6
2003,Nintendo,Simulation,PS2,0.59
2003,Nintendo,Action,XB,0.56
2003,Nintendo,Action,GBA,0.56
2003,Nintendo,Strategy,GBA,0.56
2003,Nintendo,Platform,PS2,0.55
2003,Nintendo,Platform,PS2,0.54
2003,Nintendo,Action,GC,0.49
2003,Nintendo,Racing,PS2,0.46
2003,Nintendo,Role-Playing,GBA,0.46
2003,Nintendo,Platform,PS2,0.44
2003,Nintendo,Action,PS2,0.44
2003,Nintendo,Action,PS2,0.44
2003,Nintendo,Platform,PS2,0.43
2003,Nintendo,Action,PS2,0.39
2003,Nintendo,Sports,PC,0.39
2003,Nintendo,Sports,PS2,0.37
2003,Nintendo,Adventure,PS2,0.37
2003,Nintendo,Action,PS2,0.35
2003,Nintendo,Action,PS2,0.35
2003,Nintendo,Platform,XB,0.33
2003,Nintendo,Platform,PC,0.33
2003,Nintendo,Misc,PS2,0.33
2003,Nintendo,Sports,XB,0.31
2003,Nintendo,Platform,PS2,0.3
2003,Nintendo,Racing,PS2,0.3
2003,Nintendo,Action,PS2,0.3
2003,Nintendo,Sports,GC,0.3
2003,Nintendo,Racing,GC,0.29
2003,Nintendo,Simulation,GBA,0.29
2003,Nintendo,Misc,XB,0.29
2003,Nintendo,Role-Playing,PC,0.29
2003,Nintendo,Sports,GC,0.28
2003,Nintendo,Racing,GC,0.28
2003,Nintendo,Platform,GC,0.28
2003,Nintendo,Action,GBA,0.27
2003,Nintendo,Sports,PS2,0.26
2003,Nintendo,Action,PS2,0.26
2003,Nintendo,Action,PS2,0.24
2003,Nintendo,Strategy,XB,0.23
2003,Nintendo,Action,GBA,0.22
2003,Nintendo,Platform,XB,0.22
2003,Nintendo,Misc,PS2,0.22
2003,Nintendo,Platform,GBA,0.21
