Year,Company,Genre,GlobalSales
2002,Nintendo,Shooter,0.04
2002,Nintendo,Action,0.03
2002,Nintendo,Shooter,0.03
2002,Nintendo,Platform,0.03
2002,Nintendo,Action,0.03
2002,Nintendo,Platform,0.03
2002,Nintendo,Platform,0.03
2002,Nintendo,Action,0.03
2002,Nintendo,Fighting,0.03
2002,Nintendo,Sports,0.03
2002,Nintendo,Sports,0.03
2002,Nintendo,Racing,0.02
2002,Nintendo,Shooter,0.02
2002,Nintendo,Role-Playing,0.02
2002,Nintendo,Platform,0.02
2002,Nintendo,Role-Playing,0.02
2002,Nintendo,Role-Playing,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Racing,0.02
2002,Nintendo,Strategy,0.02
2002,Nintendo,Action,0.02
2002,Nintendo,Action,0.02
2002,Nintendo,Misc,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Racing,0.01
2002,Nintendo,Simulation,0.01
2002,Nintendo,Fighting,0.01
2002,Nintendo,Adventure,0.01
2002,Nintendo,Racing,0.01
2002,Nintendo,Racing,0.01
2002,Nintendo,Role-Playing,0.01
2002,Nintendo,Fighting,0.01
2002,Nintendo,Platform,0.01
2002,Nintendo,Platform,6.31
2002,Nintendo,Action,4.6
2002,Nintendo,Shooter,2.82
2002,Nintendo,Misc,2.47
2002,Nintendo,Misc,2.05
2002,Nintendo,Adventure,1.87
2002,Nintendo,Puzzle,1.52
2002,Nintendo,Action,1.42
2002,Nintendo,Action,1.29
2002,Nintendo,Action,1.19
2002,Nintendo,Racing,0.8
2002,Nintendo,Shooter,0.78
2002,Nintendo,Shooter,0.72
2002,Nintendo,Fighting,0.71
2002,Nintendo,Strategy,0.71
2002,Nintendo,Platform,0.71
2002,Nintendo,Action,0.69
2002,Nintendo,Misc,0.63
2002,Nintendo,Shooter,0.59
2002,Nintendo,Platform,0.59
2002,Nintendo,Sports,0.58
2002,Nintendo,Action,0.53
2002,Nintendo,Fighting,0.49
2002,Nintendo,Role-Playing,0.45
2002,Nintendo,Shooter,0.44
2002,Nintendo,Adventure,0.44
2002,Nintendo,Sports,0.43
2002,Nintendo,Sports,0.42
2002,Nintendo,Fighting,0.41
2002,Nintendo,Shooter,0.4
2002,Nintendo,Shooter,0.38
2002,Nintendo,Platform,0.37
2002,Nintendo,Action,0.37
2002,Nintendo,Racing,0.31
2002,Nintendo,Racing,0.3
2002,Nintendo,Platform,0.3
2002,Nintendo,Fighting,0.29
2002,Nintendo,Platform,0.27
2002,Nintendo,Shooter,0.26
2002,Nintendo,Sports,0.26
2002,Nintendo,Adventure,0.25
2002,Nintendo,Misc,0.25
2002,Nintendo,Sports,0.25
2002,Nintendo,Shooter,0.23
2002,Nintendo,Platform,0.23
2002,Nintendo,Sports,0.23
2002,Nintendo,Role-Playing,0.22
2002,Nintendo,Puzzle,0.22
2002,Nintendo,Sports,0.22
2002,Nintendo,Sports,0.21
2002,Nintendo,Action,0.21
2002,Nintendo,Racing,0.2
2002,Nintendo,Platform,0.2
2002,Nintendo,Adventure,0.19
2002,Nintendo,Fighting,0.18
2002,Nintendo,Action,0.18
2002,Nintendo,Platform,0.17
2002,Nintendo,Platform,0.17
2002,Nintendo,Role-Playing,0.17
2002,Nintendo,Adventure,0.17
2002,Nintendo,Shooter,0.16
2002,Nintendo,Sports,0.16
2002,Nintendo,Sports,0.15
2002,Nintendo,Simulation,0.15
2002,Nintendo,Sports,0.15
2002,Nintendo,Sports,0.15
2002,Nintendo,Simulation,0.14
2002,Nintendo,Shooter,0.14
2002,Nintendo,Role-Playing,0.14
2002,Nintendo,Sports,0.14
2002,Nintendo,Fighting,0.14
2002,Nintendo,Racing,0.14
2002,Nintendo,Racing,0.14
2002,Nintendo,Sports,0.13
2002,Nintendo,Platform,0.13
2002,Nintendo,Fighting,0.13
2002,Nintendo,Platform,0.13
2002,Nintendo,Misc,0.13
2002,Nintendo,Fighting,0.13
2002,Nintendo,Sports,0.12
2002,Nintendo,Racing,0.12
2002,Nintendo,Fighting,0.12
2002,Nintendo,Sports,0.12
2002,Nintendo,Shooter,0.12
2002,Nintendo,Racing,0.11
2002,Nintendo,Shooter,0.11
2002,Nintendo,Sports,0.11
2002,Nintendo,Fighting,0.11
2002,Nintendo,Racing,0.11
2002,Nintendo,Action,0.11
2002,Nintendo,Misc,0.11
2002,Nintendo,Shooter,0.11
2002,Nintendo,Action,0.1
2002,Nintendo,Action,0.1
2002,Nintendo,Sports,0.1
2002,Nintendo,Fighting,0.09
2002,Nintendo,Racing,0.09
2002,Nintendo,Racing,0.09
2002,Nintendo,Racing,0.09
2002,Nintendo,Action,0.09
2002,Nintendo,Sports,0.09
2002,Nintendo,Platform,0.09
2002,Nintendo,Puzzle,0.08
2002,Nintendo,Sports,0.08
2002,Nintendo,Sports,0.08
2002,Nintendo,Sports,0.08
2002,Nintendo,Misc,0.08
2002,Nintendo,Platform,0.08
2002,Nintendo,Role-Playing,0.08
2002,Nintendo,Fighting,0.08
2002,Nintendo,Sports,0.08
2002,Nintendo,Misc,0.08
2002,Nintendo,Racing,0.08
2002,Nintendo,Sports,0.07
2002,Nintendo,Action,0.07
2002,Nintendo,Sports,0.07
2002,Nintendo,Sports,0.06
2002,Nintendo,Racing,0.06
2002,Nintendo,Sports,0.06
2002,Nintendo,Puzzle,0.06
2002,Nintendo,Sports,0.06
2002,Nintendo,Sports,0.06
2002,Nintendo,Racing,0.06
2002,Nintendo,Action,0.05
2002,Nintendo,Sports,0.05
2002,Nintendo,Platform,0.05
2002,Nintendo,Misc,0.05
2002,Nintendo,Fighting,0.05
2002,Nintendo,Sports,0.05
2002,Nintendo,Sports,0.05
2002,Nintendo,Sports,0.05
2002,Nintendo,Sports,0.05
2002,Nintendo,Racing,0.05
2002,Nintendo,Racing,0.05
2002,Nintendo,Platform,0.04
2002,Nintendo,Sports,0.04
2002,Nintendo,Platform,0.04
2002,Nintendo,Sports,0.04
2002,Nintendo,Sports,0.03
2002,Nintendo,Racing,0.03
2002,Nintendo,Platform,0.03
2002,Nintendo,Action,0.03
2002,Nintendo,Puzzle,0.02
2002,Nintendo,Racing,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Platform,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Sports,0.02
2002,Nintendo,Racing,0.02
2002,Nintendo,Adventure,0.01
2002,Nintendo,Puzzle,0.01
2002,Nintendo,Sports,0.08
2002,PC,Simulation,3.76
2002,PC,Simulation,3.07
2002,PC,Strategy,1.25
2002,PC,Strategy,0.13
2002,PC,Strategy,0.09
2002,PC,Action,0.05
2002,PC,Simulation,0.04
2002,PC,Role-Playing,0.03
2002,PC,Action,0.03
2002,PC,Shooter,0.03
2002,PC,Strategy,0.02
2002,PC,Simulation,0.02
2002,PC,Strategy,0.02
2002,PC,Shooter,0.01
2002,PC,Strategy,0.01
2002,PC,Action,0.01
2002,PC,Action,0.01
2002,PC,Shooter,0.01
2002,PC,Role-Playing,0.01
2002,Sony,Shooter,2.07
2002,Sony,Action,1.98
2002,Sony,Fighting,0.6
2002,Sony,Role-Playing,0.32
2002,Sony,Action,0.28
2002,Sony,Racing,0.24
2002,Sony,Platform,0.21
2002,Sony,Action,0.2
2002,Sony,Action,0.14
2002,Sony,Sports,0.13
2002,Sony,Fighting,0.11
2002,Sony,Sports,0.09
2002,Sony,Adventure,0.07
2002,Sony,Simulation,0.06
2002,Sony,Sports,0.06
2002,Sony,Fighting,0.05
2002,Sony,Platform,0.02
2002,Sony,Role-Playing,0.02
2002,Sony,Adventure,0.02
2002,Sony,Action,0.02
2002,Sony,Action,16.15
2002,Sony,Shooter,6.83
2002,Sony,Role-Playing,6.4
2002,Sony,Action,4.67
2002,Sony,Action,4.48
2002,Sony,Sports,4.14
2002,Sony,Sports,3.67
2002,Sony,Shooter,3.65
2002,Sony,Action,3.54
2002,Sony,Fighting,3.44
2002,Sony,Sports,3.4
2002,Sony,Shooter,3.33
2002,Sony,Platform,3.33
2002,Sony,Fighting,3.09
2002,Sony,Sports,3.02
2002,Sony,Sports,2.99
2002,Sony,Action,2.96
2002,Sony,Fighting,2.83
2002,Sony,Action,2.61
2002,Sony,Fighting,2.49
2002,Sony,Adventure,2.25
2002,Sony,Racing,2.18
2002,Sony,Racing,2.11
2002,Sony,Platform,2.1
2002,Sony,Puzzle,2.08
2002,Sony,Platform,1.97
2002,Sony,Shooter,1.94
2002,Sony,Fighting,1.81
2002,Sony,Action,1.76
2002,Sony,Role-Playing,1.74
2002,Sony,Sports,1.66
2002,Sony,Sports,1.64
2002,Sony,Shooter,1.57
2002,Sony,Racing,1.55
2002,Sony,Sports,1.52
2002,Sony,Action,1.51
2002,Sony,Shooter,1.5
2002,Sony,Sports,1.44
2002,Sony,Sports,1.42
2002,Sony,Racing,1.4
2002,Sony,Shooter,1.36
2002,Sony,Racing,1.34
2002,Sony,Sports,1.32
2002,Sony,Racing,1.31
2002,Sony,Shooter,1.31
2002,Sony,Role-Playing,1.27
2002,Sony,Sports,1.22
2002,Sony,Platform,1.21
2002,Sony,Action,1.2
2002,Sony,Platform,1.17
2002,Sony,Shooter,1.09
2002,Sony,Platform,1.08
2002,Sony,Sports,1.08
2002,Sony,Racing,1.06
2002,Sony,Racing,1.06
2002,Sony,Sports,1.05
2002,Sony,Action,1
2002,Sony,Role-Playing,0.96
2002,Sony,Platform,0.96
2002,Sony,Sports,0.93
2002,Sony,Sports,0.91
2002,Sony,Sports,0.91
2002,Sony,Sports,0.9
2002,Sony,Sports,0.87
2002,Sony,Fighting,0.86
2002,Sony,Racing,0.85
2002,Sony,Racing,0.84
2002,Sony,Platform,0.82
2002,Sony,Role-Playing,0.8
2002,Sony,Sports,0.77
2002,Sony,Role-Playing,0.77
2002,Sony,Misc,0.76
2002,Sony,Fighting,0.76
2002,Sony,Racing,0.71
2002,Sony,Shooter,0.7
2002,Sony,Role-Playing,0.68
2002,Sony,Simulation,0.67
2002,Sony,Sports,0.66
2002,Sony,Racing,0.65
2002,Sony,Strategy,0.65
2002,Sony,Platform,0.63
2002,Sony,Role-Playing,0.62
2002,Sony,Shooter,0.61
2002,Sony,Sports,0.59
2002,Sony,Shooter,0.58
2002,Sony,Misc,0.57
2002,Sony,Strategy,0.57
2002,Sony,Sports,0.55
2002,Sony,Role-Playing,0.54
2002,Sony,Action,0.52
2002,Sony,Misc,0.52
2002,Sony,Action,0.51
2002,Sony,Racing,0.51
2002,Sony,Misc,0.51
2002,Sony,Misc,0.5
2002,Sony,Simulation,0.5
2002,Sony,Shooter,0.5
2002,Sony,Shooter,0.5
2002,Sony,Racing,0.48
2002,Sony,Fighting,0.47
2002,Sony,Racing,0.47
2002,Sony,Sports,0.46
2002,Sony,Action,0.46
2002,Sony,Action,0.46
2002,Sony,Misc,0.46
2002,Sony,Role-Playing,0.46
2002,Sony,Action,0.45
2002,Sony,Racing,0.45
2002,Sony,Adventure,0.44
2002,Sony,Sports,0.44
2002,Sony,Sports,0.44
2002,Sony,Action,0.42
2002,Sony,Shooter,0.42
2002,Sony,Platform,0.41
2002,Sony,Adventure,0.41
2002,Sony,Action,0.41
2002,Sony,Action,0.41
2002,Sony,Misc,0.4
2002,Sony,Shooter,0.39
2002,Sony,Action,0.39
2002,Sony,Racing,0.39
2002,Sony,Strategy,0.38
2002,Sony,Action,0.38
2002,Sony,Role-Playing,0.38
2002,Sony,Sports,0.37
2002,Sony,Adventure,0.36
2002,Sony,Fighting,0.35
2002,Sony,Sports,0.35
2002,Sony,Platform,0.35
2002,Sony,Action,0.33
2002,Sony,Sports,0.33
2002,Sony,Fighting,0.33
2002,Sony,Adventure,0.33
2002,Sony,Fighting,0.32
2002,Sony,Adventure,0.32
2002,Sony,Racing,0.31
2002,Sony,Action,0.31
2002,Sony,Action,0.31
2002,Sony,Strategy,0.3
2002,Sony,Role-Playing,0.29
2002,Sony,Adventure,0.29
2002,Sony,Misc,0.29
2002,Sony,Strategy,0.29
2002,Sony,Misc,0.28
2002,Sony,Racing,0.28
2002,Sony,Sports,0.28
2002,Sony,Sports,0.28
2002,Sony,Adventure,0.28
2002,Sony,Racing,0.27
2002,Sony,Shooter,0.27
2002,Sony,Misc,0.26
2002,Sony,Fighting,0.26
2002,Sony,Racing,0.26
2002,Sony,Sports,0.26
2002,Sony,Adventure,0.26
2002,Sony,Racing,0.25
2002,Sony,Sports,0.25
2002,Sony,Misc,0.24
2002,Sony,Sports,0.24
2002,Sony,Action,0.23
2002,Sony,Sports,0.23
2002,Sony,Sports,0.23
2002,Sony,Sports,0.23
2002,Sony,Action,0.22
2002,Sony,Sports,0.22
2002,Sony,Shooter,0.22
2002,Sony,Misc,0.22
2002,Sony,Racing,0.22
2002,Sony,Adventure,0.22
2002,Sony,Action,0.21
2002,Sony,Strategy,0.21
2002,Sony,Role-Playing,0.21
2002,Sony,Action,0.21
2002,Sony,Sports,0.21
2002,Sony,Sports,0.21
2002,Sony,Misc,0.2
2002,Sony,Racing,0.2
2002,Sony,Sports,0.19
2002,Sony,Role-Playing,0.19
2002,Sony,Shooter,0.19
2002,Sony,Sports,0.19
2002,Sony,Role-Playing,0.19
2002,Sony,Strategy,0.18
2002,Sony,Action,0.18
2002,Sony,Sports,0.18
2002,Sony,Sports,0.17
2002,Sony,Sports,0.17
2002,Sony,Sports,0.17
2002,Sony,Sports,0.17
2002,Sony,Platform,0.16
2002,Sony,Role-Playing,0.16
2002,Sony,Platform,0.16
2002,Sony,Platform,0.16
2002,Sony,Adventure,0.16
2002,Sony,Shooter,0.16
2002,Sony,Sports,0.15
2002,Sony,Fighting,0.14
2002,Sony,Adventure,0.14
2002,Sony,Sports,0.14
2002,Sony,Shooter,0.14
2002,Sony,Adventure,0.14
2002,Sony,Racing,0.14
2002,Sony,Sports,0.14
2002,Sony,Role-Playing,0.13
2002,Sony,Racing,0.13
2002,Sony,Strategy,0.13
2002,Sony,Racing,0.13
2002,Sony,Adventure,0.12
2002,Sony,Platform,0.12
2002,Sony,Sports,0.12
2002,Sony,Fighting,0.12
2002,Sony,Racing,0.12
2002,Sony,Strategy,0.11
2002,Sony,Shooter,0.11
2002,Sony,Shooter,0.11
2002,Sony,Sports,0.11
2002,Sony,Racing,0.11
2002,Sony,Sports,0.1
2002,Sony,Simulation,0.1
2002,Sony,Sports,0.1
2002,Sony,Fighting,0.1
2002,Sony,Shooter,0.1
2002,Sony,Sports,0.1
2002,Sony,Racing,0.09
2002,Sony,Action,0.09
2002,Sony,Racing,0.09
2002,Sony,Sports,0.09
2002,Sony,Shooter,0.09
2002,Sony,Misc,0.09
2002,Sony,Adventure,0.08
2002,Sony,Sports,0.08
2002,Sony,Racing,0.08
2002,Sony,Simulation,0.08
2002,Sony,Shooter,0.08
2002,Sony,Strategy,0.08
2002,Sony,Role-Playing,0.07
2002,Sony,Action,0.07
2002,Sony,Simulation,0.07
2002,Sony,Adventure,0.07
2002,Sony,Action,0.07
2002,Sony,Fighting,0.07
2002,Sony,Role-Playing,0.07
2002,Sony,Sports,0.07
2002,Sony,Sports,0.07
2002,Sony,Action,0.06
2002,Sony,Action,0.06
2002,Sony,Sports,0.06
2002,Sony,Sports,0.06
2002,Sony,Racing,0.06
2002,Sony,Puzzle,0.05
2002,Sony,Role-Playing,0.05
2002,Sony,Puzzle,0.05
2002,Sony,Racing,0.05
2002,Sony,Adventure,0.05
2002,Sony,Racing,0.05
2002,Sony,Role-Playing,0.05
2002,Sony,Sports,0.05
2002,Sony,Fighting,0.04
2002,Sony,Sports,0.04
2002,Sony,Racing,0.04
2002,Sony,Sports,0.04
2002,Sony,Sports,0.04
2002,Sony,Sports,0.03
2002,Sony,Misc,0.03
2002,Sony,Adventure,0.03
2002,Sony,Puzzle,0.03
2002,Sony,Strategy,0.03
2002,Sony,Racing,0.03
2002,Sony,Adventure,0.03
2002,Sony,Sports,0.02
2002,Sony,Sports,0.02
2002,Sony,Adventure,0.02
2002,Sony,Racing,0.02
2002,Sony,Racing,0.02
2002,Sony,Action,0.02
2002,Sony,Adventure,0.02
2002,Sony,Racing,0.02
2002,Sony,Adventure,0.02
2002,Sony,Misc,0.02
2002,Sony,Misc,0.01
2002,Microsoft,Action,3.02
2002,Microsoft,Role-Playing,2.86
2002,Microsoft,Action,2.1
2002,Microsoft,Shooter,1.76
2002,Microsoft,Shooter,1.49
2002,Microsoft,Action,1.4
2002,Microsoft,Platform,1.23
2002,Microsoft,Simulation,1.13
2002,Microsoft,Fighting,0.96
2002,Microsoft,Sports,0.93
2002,Microsoft,Shooter,0.9
2002,Microsoft,Shooter,0.87
2002,Microsoft,Shooter,0.82
2002,Microsoft,Racing,0.82
2002,Microsoft,Shooter,0.74
2002,Microsoft,Shooter,0.72
2002,Microsoft,Action,0.71
2002,Microsoft,Sports,0.71
2002,Microsoft,Shooter,0.64
2002,Microsoft,Sports,0.63
2002,Microsoft,Sports,0.61
2002,Microsoft,Racing,0.57
2002,Microsoft,Racing,0.57
2002,Microsoft,Platform,0.56
2002,Microsoft,Fighting,0.55
2002,Microsoft,Sports,0.55
2002,Microsoft,Shooter,0.55
2002,Microsoft,Action,0.53
2002,Microsoft,Sports,0.52
2002,Microsoft,Sports,0.52
2002,Microsoft,Action,0.49
2002,Microsoft,Sports,0.44
2002,Microsoft,Simulation,0.44
2002,Microsoft,Racing,0.42
2002,Microsoft,Shooter,0.39
2002,Microsoft,Action,0.38
2002,Microsoft,Sports,0.37
2002,Microsoft,Action,0.36
2002,Microsoft,Racing,0.34
2002,Microsoft,Sports,0.32
2002,Microsoft,Adventure,0.32
2002,Microsoft,Sports,0.31
2002,Microsoft,Fighting,0.31
2002,Microsoft,Sports,0.29
2002,Microsoft,Sports,0.28
2002,Microsoft,Racing,0.27
2002,Microsoft,Sports,0.27
2002,Microsoft,Shooter,0.26
2002,Microsoft,Sports,0.26
2002,Microsoft,Sports,0.25
2002,Microsoft,Action,0.24
2002,Microsoft,Action,0.23
2002,Microsoft,Sports,0.23
2002,Microsoft,Misc,0.22
2002,Microsoft,Shooter,0.21
2002,Microsoft,Action,0.21
2002,Microsoft,Sports,0.21
2002,Microsoft,Racing,0.2
2002,Microsoft,Sports,0.2
2002,Microsoft,Sports,0.2
2002,Microsoft,Sports,0.2
2002,Microsoft,Adventure,0.2
2002,Microsoft,Role-Playing,0.2
2002,Microsoft,Fighting,0.2
2002,Microsoft,Racing,0.19
2002,Microsoft,Sports,0.19
2002,Microsoft,Racing,0.19
2002,Microsoft,Action,0.19
2002,Microsoft,Misc,0.19
2002,Microsoft,Platform,0.18
2002,Microsoft,Misc,0.18
2002,Microsoft,Sports,0.18
2002,Microsoft,Shooter,0.17
2002,Microsoft,Action,0.17
2002,Microsoft,Action,0.15
2002,Microsoft,Shooter,0.15
2002,Microsoft,Fighting,0.15
2002,Microsoft,Sports,0.14
2002,Microsoft,Sports,0.14
2002,Microsoft,Adventure,0.14
2002,Microsoft,Fighting,0.14
2002,Microsoft,Fighting,0.14
2002,Microsoft,Action,0.13
2002,Microsoft,Action,0.13
2002,Microsoft,Misc,0.13
2002,Microsoft,Action,0.13
2002,Microsoft,Action,0.13
2002,Microsoft,Racing,0.13
2002,Microsoft,Racing,0.13
2002,Microsoft,Fighting,0.13
2002,Microsoft,Racing,0.12
2002,Microsoft,Sports,0.12
2002,Microsoft,Racing,0.11
2002,Microsoft,Action,0.11
2002,Microsoft,Sports,0.11
2002,Microsoft,Shooter,0.11
2002,Microsoft,Shooter,0.11
2002,Microsoft,Sports,0.11
2002,Microsoft,Fighting,0.11
2002,Microsoft,Sports,0.11
2002,Microsoft,Sports,0.1
2002,Microsoft,Puzzle,0.1
2002,Microsoft,Shooter,0.1
2002,Microsoft,Simulation,0.1
2002,Microsoft,Racing,0.1
2002,Microsoft,Action,0.1
2002,Microsoft,Misc,0.09
2002,Microsoft,Sports,0.09
2002,Microsoft,Racing,0.09
2002,Microsoft,Action,0.09
2002,Microsoft,Misc,0.09
2002,Microsoft,Sports,0.09
2002,Microsoft,Action,0.09
2002,Microsoft,Adventure,0.08
2002,Microsoft,Action,0.08
2002,Microsoft,Platform,0.08
2002,Microsoft,Action,0.08
2002,Microsoft,Strategy,0.07
2002,Microsoft,Racing,0.07
2002,Microsoft,Racing,0.07
2002,Microsoft,Action,0.07
2002,Microsoft,Action,0.07
2002,Microsoft,Racing,0.07
2002,Microsoft,Platform,0.07
2002,Microsoft,Adventure,0.06
2002,Microsoft,Sports,0.06
2002,Microsoft,Sports,0.06
2002,Microsoft,Adventure,0.06
2002,Microsoft,Action,0.06
2002,Microsoft,Platform,0.06
2002,Microsoft,Shooter,0.06
2002,Microsoft,Sports,0.05
2002,Microsoft,Platform,0.05
2002,Microsoft,Platform,0.05
2002,Microsoft,Racing,0.05
2002,Microsoft,Simulation,0.05
2002,Microsoft,Fighting,0.05
2002,Microsoft,Role-Playing,0.05
2002,Microsoft,Action,0.05
2002,Microsoft,Sports,0.05
2002,Microsoft,Sports,0.04
2002,Microsoft,Racing,0.04
2002,Microsoft,Racing,0.04
2002,Microsoft,Sports,0.03
2002,Microsoft,Role-Playing,0.03
2002,Microsoft,Racing,0.03
2002,Microsoft,Sports,0.03
2002,Microsoft,Sports,0.02
2002,Microsoft,Racing,0.02
2002,Microsoft,Sports,0.02
2002,Microsoft,Sports,0.02
2002,Microsoft,Sports,0.02
2002,Microsoft,Racing,0.02
2002,Microsoft,Puzzle,0.01
2002,Microsoft,Sports,0.01
2002,Microsoft,Racing,0.01
2002,Microsoft,Puzzle,0.01
2002,Microsoft,Sports,0.01
2003,Nintendo,Platform,5.2
2003,Nintendo,Action,2.82
2003,Nintendo,Role-Playing,2.17
2003,Nintendo,Role-Playing,2.13
2003,Nintendo,Platform,2.04
2003,Nintendo,Misc,1.56
2003,Nintendo,Platform,1.47
2003,Nintendo,Platform,1.36
2003,Nintendo,Simulation,1.33
2003,Nintendo,Role-Playing,1.32
2003,Nintendo,Platform,1.29
2003,Nintendo,Platform,1.23
2003,Nintendo,Puzzle,1.23
2003,Nintendo,Racing,1.19
2003,Nintendo,Role-Playing,1.09
2003,Nintendo,Fighting,1.08
2003,Nintendo,Strategy,0.97
2003,Nintendo,Misc,0.95
2003,Nintendo,Action,0.93
2003,Nintendo,Role-Playing,0.74
2003,Nintendo,Action,0.73
2003,Nintendo,Role-Playing,0.66
2003,Nintendo,Strategy,0.65
2003,Nintendo,Sports,0.6
2003,Nintendo,Simulation,0.59
2003,Nintendo,Action,0.56
2003,Nintendo,Action,0.56
2003,Nintendo,Strategy,0.56
2003,Nintendo,Platform,0.55
2003,Nintendo,Platform,0.54
2003,Nintendo,Action,0.49
2003,Nintendo,Racing,0.46
2003,Nintendo,Role-Playing,0.46
2003,Nintendo,Platform,0.44
2003,Nintendo,Action,0.44
2003,Nintendo,Action,0.44
2003,Nintendo,Platform,0.43
2003,Nintendo,Action,0.39
2003,Nintendo,Sports,0.39
2003,Nintendo,Sports,0.37
2003,Nintendo,Adventure,0.37
2003,Nintendo,Action,0.35
2003,Nintendo,Action,0.35
2003,Nintendo,Platform,0.33
2003,Nintendo,Platform,0.33
2003,Nintendo,Misc,0.33
2003,Nintendo,Sports,0.31
2003,Nintendo,Platform,0.3
2003,Nintendo,Racing,0.3
2003,Nintendo,Action,0.3
2003,Nintendo,Sports,0.3
2003,Nintendo,Racing,0.29
2003,Nintendo,Simulation,0.29
2003,Nintendo,Misc,0.29
2003,Nintendo,Role-Playing,0.29
2003,Nintendo,Sports,0.28
2003,Nintendo,Racing,0.28
2003,Nintendo,Platform,0.28
2003,Nintendo,Action,0.27
2003,Nintendo,Sports,0.26
2003,Nintendo,Action,0.26
2003,Nintendo,Action,0.24
2003,Nintendo,Strategy,0.23
2003,Nintendo,Action,0.22
2003,Nintendo,Platform,0.22
2003,Nintendo,Misc,0.22
2003,Nintendo,Platform,0.21
2003,Nintendo,Sports,0.2
2003,Nintendo,Simulation,0.2
2003,Nintendo,Platform,0.2
2003,Nintendo,Sports,0.2
2003,Nintendo,Platform,0.19
2003,Nintendo,Sports,0.18
2003,Nintendo,Sports,0.18
2003,Nintendo,Platform,0.18
2003,Nintendo,Shooter,0.17
2003,Nintendo,Action,0.16
2003,Nintendo,Racing,0.16
2003,Nintendo,Fighting,0.15
2003,Nintendo,Action,0.15
2003,Nintendo,Shooter,0.15
2003,Nintendo,Role-Playing,0.15
2003,Nintendo,Platform,0.14
2003,Nintendo,Action,0.14
2003,Nintendo,Racing,0.14
2003,Nintendo,Shooter,0.13
2003,Nintendo,Shooter,0.13
2003,Nintendo,Racing,0.12
2003,Nintendo,Sports,0.12
2003,Nintendo,Misc,0.12
2003,Nintendo,Misc,0.11
2003,Nintendo,Simulation,0.11
2003,Nintendo,Racing,0.1
2003,Nintendo,Action,0.1
2003,Nintendo,Action,0.09
2003,Nintendo,Action,0.09
2003,Nintendo,Racing,0.09
2003,Nintendo,Action,0.08
2003,Nintendo,Role-Playing,0.08
2003,Nintendo,Strategy,0.08
2003,Nintendo,Misc,0.08
2003,Nintendo,Role-Playing,0.08
2003,Nintendo,Fighting,0.07
2003,Nintendo,Misc,0.07
2003,Nintendo,Platform,0.07
2003,Nintendo,Sports,0.07
2003,Nintendo,Action,0.07
2003,Nintendo,Misc,0.07
2003,Nintendo,Action,0.06
2003,Nintendo,Platform,0.06
2003,Nintendo,Action,0.06
2003,Nintendo,Simulation,0.05
2003,Nintendo,Platform,0.05
2003,Nintendo,Sports,0.05
2003,Nintendo,Sports,0.05
2003,Nintendo,Action,0.05
2003,Nintendo,Action,0.05
2003,Nintendo,Puzzle,0.05
2003,Nintendo,Racing,0.05
2003,Nintendo,Action,0.05
2003,Nintendo,Misc,0.05
2003,Nintendo,Platform,0.04
2003,Nintendo,Platform,0.04
2003,Nintendo,Platform,0.04
2003,Nintendo,Racing,0.04
2003,Nintendo,Platform,0.04
2003,Nintendo,Sports,0.04
2003,Nintendo,Misc,0.04
2003,Nintendo,Fighting,0.03
2003,Nintendo,Action,0.03
2003,Nintendo,Racing,0.03
2003,Nintendo,Platform,0.03
2003,Nintendo,Role-Playing,0.03
2003,Nintendo,Platform,0.03
2003,Nintendo,Action,0.03
2003,Nintendo,Shooter,0.03
2003,Nintendo,Racing,0.03
2003,Nintendo,Action,0.03
2003,Nintendo,Racing,0.03
2003,Nintendo,Action,0.02
2003,Nintendo,Role-Playing,0.02
2003,Nintendo,Sports,0.02
2003,Nintendo,Platform,0.02
2003,Nintendo,Platform,0.02
2003,Nintendo,Action,0.01
2003,Nintendo,Fighting,0.01
2003,Nintendo,Racing,0.01
2003,Nintendo,Shooter,0.01
2003,Nintendo,Racing,0.01
2003,Nintendo,Platform,0.01
2003,Nintendo,Racing,6.95
2003,Nintendo,Role-Playing,2.54
2003,Nintendo,Misc,2.08
2003,Nintendo,Racing,1.62
2003,Nintendo,Platform,1.6
2003,Nintendo,Sports,1.53
2003,Nintendo,Fighting,1.5
2003,Nintendo,Role-Playing,1.49
2003,Nintendo,Platform,1.27
2003,Nintendo,Racing,1.21
2003,Nintendo,Misc,1.15
2003,Nintendo,Role-Playing,1.1
2003,Nintendo,Fighting,1.04
2003,Nintendo,Racing,0.99
2003,Nintendo,Platform,0.95
2003,Nintendo,Action,0.89
2003,Nintendo,Simulation,0.8
2003,Nintendo,Role-Playing,0.79
2003,Nintendo,Puzzle,0.71
2003,Nintendo,Sports,0.7
2003,Nintendo,Fighting,0.69
2003,Nintendo,Action,0.69
2003,Nintendo,Fighting,0.68
2003,Nintendo,Simulation,0.66
2003,Nintendo,Racing,0.65
2003,Nintendo,Action,0.62
2003,Nintendo,Misc,0.62
2003,Nintendo,Action,0.56
2003,Nintendo,Sports,0.51
